# HSquared.jl selected-inverse arm bench (arc S2b, re-based on Szymek's kernel)  2026-09-24T06:14:23.600
# harness_git_sha=unknown  kernel_git_sha=c9eac4685ad8c6cec99d3a02f58fbe0cdcfd7031  julia=1.10.0  os=Darwin arm64-apple-darwin22.4.0
# blas=LBTConfig([ILP64] libopenblas64_.dylib)
# JULIA_NUM_THREADS=1  OPENBLAS_NUM_THREADS=1
# cpu=Apple M1 Ultra
# SelectedInversion=0.2.1  SuiteSparse(LibSuiteSparse module)=1.10.0
# NOT CI / OPT-IN measurement only. No performance claim, no regression gate.
# bench Manifest: 61 packages total, 55 added vs the package env's 5 direct deps (this is the BENCH env's own resolution cost, NOT the package-env install weight -- see the install-weight line below for G2b.3's actual quantity)
# bench Manifest _jll packages: CompilerSupportLibraries_jll, OpenBLAS_jll, OpenLibm_jll, OpenSpecFun_jll, SuiteSparse_jll, libblastrampoline_jll
# bench Manifest added (non-stdlib, non-root-dep): ADTypes, Adapt, AliasTables, ArrayInterface, Artifacts, CommonSubexpressions, Compat, CompilerSupportLibraries_jll, ConstructionBase, DataAPI, DataStructures, Dates, DiffResults, DiffRules, DifferentiationInterface, Distributed, DocStringExtensions, EnumX, FillArrays, FiniteDiff, ForwardDiff, Future, IrrationalConstants, JLLWrappers, Libdl, LineSearches, LogExpFunctions, MacroTools, Missings, NLSolversBase, NaNMath, OpenBLAS_jll, OpenLibm_jll, OpenSpecFun_jll, OrderedCollections, PositiveFactorizations, PrecompileTools, Preferences, Printf, PtrArrays, SelectedInversion, Serialization, Setfield, Sockets, SortingAlgorithms, SpecialFunctions, StaticArraysCore, Statistics, StatsAPI, StatsBase, SuiteSparse_jll, TOML, UUIDs, Unicode, libblastrampoline_jll
# install weight (package env + SelectedInversion, measured separately via --install-weight):
#   packages_added=1 (SelectedInversion)
#   new_jll=0 ()
#   precompile_seconds=0.624555333
#   measured_on_copy_of=/Users/z3437171/local-scratch/lanes/HSquared.jl-speed2b-20260919//Project.toml+Manifest.toml  selinv_version=0.2.1
# Totoro arm (G2b.4): host=w-kw3k3y6229.psych.ualberta.ca
fixture	threads	q	nfixed	nnz_C	nnz_L	fill	is_super	index_eltype	T_fact	T_a_trace_rep1	T_a_trace_rep2	T_a_diag_rep1	T_a_diag_rep2	T_c_trace_rep1	T_c_trace_rep2	T_c_diag_rep1	T_c_diag_rep2	S_c_trace	S_c_diag	R_c_trace	err_c
f0adv_q20000_fill474_totoro	1	20001	1	179343	9479216	473.937	true	Int64	0.660235	7.660548	7.456123	8.172871	8.153061	1.652437	1.623405	1.569890	1.614609	4.59	5.19	2.4588	1.657e-14
