target	method	design	n_animals	residual_df	family_df	h2_true	level	n_boot	reps	fit_success	interval_success	covered	coverage	mcse_observed	mcse_nominal	mean_width
sigma_a2	sigma_a2_delta_t_family_df_probe	tiny	36	33	9	0.4	0.95	0	500	408	408	402	0.98529412	0.0059593433	0.010789883	1.319013
sigma_a2	sigma_a2_delta_t_family_df_probe	tiny	36	33	9	0.6	0.9	0	500	442	442	392	0.88687783	0.015065884	0.014269545	1.2342205
sigma_a2	sigma_a2_delta_t_family_df_probe	tiny	36	33	9	0.6	0.95	0	500	442	442	406	0.91855204	0.013010107	0.010366584	1.4263517
sigma_a2	sigma_a2_delta_t_family_df_probe	tiny	36	33	9	0.8	0.9	0	500	394	394	347	0.88071066	0.016329366	0.015113782	1.3328235
sigma_a2	sigma_a2_delta_t_family_df_probe	tiny	36	33	9	0.8	0.95	0	500	394	394	364	0.92385787	0.013361862	0.010979908	1.5590166
sigma_a2	sigma_a2_delta_t_residual_df_probe	tiny	36	33	9	0.2	0.9	0	500	351	351	349	0.99430199	0.0040176032	0.016012815	0.92275633
sigma_a2	sigma_a2_delta_t_residual_df_probe	tiny	36	33	9	0.2	0.95	0	500	351	351	351	1	0	0.011633041	1.04702
sigma_a2	sigma_a2_delta_t_residual_df_probe	tiny	36	33	9	0.4	0.9	0	500	408	408	384	0.94117647	0.011648795	0.014852213	1.0849198
sigma_a2	sigma_a2_delta_t_residual_df_probe	tiny	36	33	9	0.4	0.95	0	500	408	408	392	0.96078431	0.0096097653	0.010789883	1.2295374
sigma_a2	sigma_a2_delta_t_residual_df_probe	tiny	36	33	9	0.6	0.9	0	500	442	442	388	0.87782805	0.015576839	0.014269545	1.1635414
sigma_a2	sigma_a2_delta_t_residual_df_probe	tiny	36	33	9	0.6	0.95	0	500	442	442	401	0.90723982	0.013798463	0.010366584	1.3286916
sigma_a2	sigma_a2_delta_t_residual_df_probe	tiny	36	33	9	0.8	0.9	0	500	394	394	337	0.85532995	0.017721809	0.015113782	1.2468719
sigma_a2	sigma_a2_delta_t_residual_df_probe	tiny	36	33	9	0.8	0.95	0	500	394	394	357	0.90609137	0.014695712	0.010979908	1.4470945
sigma_a2	sigma_a2_delta_z	tiny	36	33	9	0.2	0.9	0	500	351	351	349	0.99430199	0.0040176032	0.016012815	0.90495206
sigma_a2	sigma_a2_delta_z	tiny	36	33	9	0.2	0.95	0	500	351	351	351	1	0	0.011633041	1.0204089
sigma_a2	sigma_a2_delta_z	tiny	36	33	9	0.4	0.9	0	500	408	408	379	0.92892157	0.012721208	0.014852213	1.0632455
sigma_a2	sigma_a2_delta_z	tiny	36	33	9	0.4	0.95	0	500	408	408	389	0.95343137	0.010431851	0.010789883	1.1993229
sigma_a2	sigma_a2_delta_z	tiny	36	33	9	0.6	0.9	0	500	442	442	388	0.87782805	0.015576839	0.014269545	1.1387845
sigma_a2	sigma_a2_delta_z	tiny	36	33	9	0.6	0.95	0	500	442	442	400	0.90497738	0.013948299	0.010366584	1.2949072
sigma_a2	sigma_a2_delta_z	tiny	36	33	9	0.8	0.9	0	500	394	394	336	0.85279188	0.017850044	0.015113782	1.2168908
sigma_a2	sigma_a2_delta_z	tiny	36	33	9	0.8	0.95	0	500	394	394	353	0.89593909	0.015382784	0.010979908	1.4063337
sigma_a2	sigma_a2_profile_chisq	tiny	36	33	9	0.2	0.9	0	500	351	351	340	0.96866097	0.0092998325	0.016012815	1.2312684
sigma_a2	sigma_a2_profile_chisq	tiny	36	33	9	0.2	0.95	0	500	351	351	347	0.98860399	0.0056654454	0.011633041	1.5100013
sigma_a2	sigma_a2_profile_chisq	tiny	36	33	9	0.4	0.9	0	500	408	408	394	0.96568627	0.0090120145	0.014852213	1.3258829
sigma_a2	sigma_a2_profile_chisq	tiny	36	33	9	0.4	0.95	0	500	408	408	401	0.98284314	0.0064288155	0.010789883	1.6043785
sigma_a2	sigma_a2_profile_chisq	tiny	36	33	9	0.6	0.9	0	500	442	442	423	0.95701357	0.0096474732	0.014269545	1.3013144
sigma_a2	sigma_a2_profile_chisq	tiny	36	33	9	0.6	0.95	0	500	442	442	435	0.9841629	0.0059382742	0.010366584	1.5710673
sigma_a2	sigma_a2_profile_chisq	tiny	36	33	9	0.8	0.9	0	500	394	394	375	0.95177665	0.010793147	0.015113782	1.3152193
sigma_a2	sigma_a2_profile_chisq	tiny	36	33	9	0.8	0.95	0	500	394	394	387	0.9822335	0.0066551856	0.010979908	1.5680905
sigma_a2	sigma_a2_satterthwaite_chisq_probe	tiny	36	33	9	0.2	0.9	0	500	351	138	62	0.44927536	0.042343233	0.025537696	3.9647293
sigma_a2	sigma_a2_satterthwaite_chisq_probe	tiny	36	33	9	0.2	0.95	0	500	351	138	81	0.58695652	0.041914212	0.018552706	6.7329405
sigma_a2	sigma_a2_satterthwaite_chisq_probe	tiny	36	33	9	0.4	0.9	0	500	408	243	187	0.76954733	0.027015027	0.019245009	3.5266076
sigma_a2	sigma_a2_satterthwaite_chisq_probe	tiny	36	33	9	0.4	0.95	0	500	408	243	202	0.83127572	0.024024713	0.013981175	5.6712941
