q	nnz_Ainv	fill_nnzL_over_n	ainv_s	chol_s	fit_s	pcg_s	selinvPEV_s	peakRSS_MB	sigma_a2	sigma_e2	converged	nfounder_frac	host	julia
10000	69632	262.437	0.0466	0.0648	132.3330	0.0060	26.0192	750.5	1.016711	1.021130	true	0.0050	totoro	1.12.6
