# HSquared.jl AI-REML per-section profiler  2026-09-19T08:03:15.572
# git_sha=2dc5f8f7  julia=1.10.0  os=Darwin arm64-apple-darwin22.4.0
# blas=LBTConfig([ILP64] libopenblas64_.dylib)
# JULIA_NUM_THREADS=4  OPENBLAS_NUM_THREADS=1
# cpu=Apple M1 Ultra
# NOT CI / OPT-IN measurement only. No performance claim, no regression gate.
fixture	q	fill	iteration	section	method	wall_s	bytes	factorizations
f0adv	5000	74.412	2	selinv	instrumented	1.377894	17421424	5
f0adv	5000	74.412	2	ai_step	instrumented	0.000829	1011728	5
f0adv	5000	74.412	2	iteration_total	instrumented	1.388013	0	5
f0adv	5000	74.412	3	mme_assembly	instrumented	0.000589	5052576	5
f0adv	5000	74.412	3	cholmod_factor	instrumented	0.008047	9662648	5
f0adv	5000	74.412	3	mme_solve	instrumented	0.000352	324552	5
f0adv	5000	74.412	3	selinv	instrumented	1.421157	17421424	5
f0adv	5000	74.412	3	ai_step	instrumented	0.000966	1011728	5
f0adv	5000	74.412	3	iteration_total	instrumented	1.431120	0	5
f0adv	5000	74.412	4	mme_assembly	instrumented	0.000656	5052576	5
f0adv	5000	74.412	4	cholmod_factor	instrumented	0.012281	9662968	5
f0adv	5000	74.412	4	mme_solve	instrumented	0.000394	324552	5
f0adv	5000	74.412	4	selinv	instrumented	1.423208	17421424	5
f0adv	5000	74.412	4	ai_step	instrumented	0.000945	1011728	5
f0adv	5000	74.412	4	iteration_total	instrumented	1.437487	0	5
f0adv	5000	74.412	5	mme_assembly	instrumented	0.001039	5052576	5
f0adv	5000	74.412	5	cholmod_factor	instrumented	0.008308	9662648	5
f0adv	5000	74.412	5	mme_solve	instrumented	0.000353	324552	5
f0adv	5000	74.412	5	selinv	instrumented	1.383632	17421424	5
f0adv	5000	74.412	5	ai_step	instrumented	0.000921	1011728	5
f0adv	5000	74.412	5	iteration_total	instrumented	1.394254	0	5
f0adv	5000	74.412	0	selinv	profile	1.702939	NaN	5
f0adv	5000	74.412	0	other	profile	5.199517	NaN	5
f0adv	5000	74.412	0	cholmod_factor	profile	0.011885	NaN	5
f0adv	5000	74.412	0	mme_assembly	profile	0.001251	NaN	5
f0adv	5000	150.331	1	mme_assembly	instrumented	0.000619	5908128	5
f0adv	5000	150.331	1	cholmod_factor	instrumented	0.035386	34068916	5
f0adv	5000	150.331	1	mme_solve	instrumented	0.000575	326896	5
f0adv	5000	150.331	1	selinv	instrumented	5.374434	35094664	5
f0adv	5000	150.331	1	ai_step	instrumented	0.001194	1016416	5
f0adv	5000	150.331	1	iteration_total	instrumented	5.414931	0	5
f0adv	5000	150.331	2	mme_assembly	instrumented	0.000626	5908128	5
f0adv	5000	150.331	2	cholmod_factor	instrumented	0.034710	34068916	5
f0adv	5000	150.331	2	mme_solve	instrumented	0.000520	326896	5
f0adv	5000	150.331	2	selinv	instrumented	5.378075	35094472	5
f0adv	5000	150.331	2	ai_step	instrumented	0.001200	1016416	5
f0adv	5000	150.331	2	iteration_total	instrumented	5.415134	0	5
f0adv	5000	150.331	3	mme_assembly	instrumented	0.000644	5908128	5
f0adv	5000	150.331	3	cholmod_factor	instrumented	0.035870	34068916	5
f0adv	5000	150.331	3	mme_solve	instrumented	0.000514	326896	5
f0adv	5000	150.331	3	selinv	instrumented	5.381132	35094472	5
f0adv	5000	150.331	3	ai_step	instrumented	0.001212	1016416	5
f0adv	5000	150.331	3	iteration_total	instrumented	5.419374	0	5
f0adv	5000	150.331	4	mme_assembly	instrumented	0.001131	5908128	5
f0adv	5000	150.331	4	cholmod_factor	instrumented	0.035078	34069332	5
f0adv	5000	150.331	4	mme_solve	instrumented	0.000513	326896	5
f0adv	5000	150.331	4	selinv	instrumented	5.577642	35094472	5
f0adv	5000	150.331	4	ai_step	instrumented	0.001213	1016416	5
f0adv	5000	150.331	4	iteration_total	instrumented	5.615580	0	5
f0adv	5000	150.331	5	mme_assembly	instrumented	0.000639	5908128	5
f0adv	5000	150.331	5	cholmod_factor	instrumented	0.035076	34068916	5
f0adv	5000	150.331	5	mme_solve	instrumented	0.000524	326896	5
f0adv	5000	150.331	5	selinv	instrumented	5.485436	35094472	5
f0adv	5000	150.331	5	ai_step	instrumented	0.001384	1016416	5
f0adv	5000	150.331	5	iteration_total	instrumented	5.523062	0	5
f0adv	5000	150.331	0	selinv	profile	6.789368	NaN	5
f0adv	5000	150.331	0	other	profile	20.580316	NaN	5
f0adv	5000	150.331	0	mme_solve	profile	0.000832	NaN	5
f0adv	5000	150.331	0	cholmod_factor	profile	0.035785	NaN	5
f0adv	5000	150.331	0	mme_assembly	profile	0.000832	NaN	5
