# HSquared.jl AI-REML per-section profiler  2026-09-19T08:03:15.572
# git_sha=2dc5f8f7  julia=1.10.0  os=Darwin arm64-apple-darwin22.4.0
# blas=LBTConfig([ILP64] libopenblas64_.dylib)
# JULIA_NUM_THREADS=4  OPENBLAS_NUM_THREADS=1
# cpu=Apple M1 Ultra
# NOT CI / OPT-IN measurement only. No performance claim, no regression gate.
fixture	q	fill	iteration	section	method	wall_s	bytes	factorizations
halfsib	20000	3.850	11	cholmod_factor	instrumented	0.003763	12242008	15
halfsib	20000	3.850	11	mme_solve	instrumented	0.000273	2240904	15
halfsib	20000	3.850	11	selinv	instrumented	0.000985	4682064	15
halfsib	20000	3.850	11	ai_step	instrumented	0.000767	6404432	15
halfsib	20000	3.850	11	iteration_total	instrumented	0.008267	0	15
halfsib	20000	3.850	12	mme_assembly	instrumented	0.002470	22934016	15
halfsib	20000	3.850	12	cholmod_factor	instrumented	0.003735	12242008	15
halfsib	20000	3.850	12	mme_solve	instrumented	0.000272	2240904	15
halfsib	20000	3.850	12	selinv	instrumented	0.000981	4682064	15
halfsib	20000	3.850	12	ai_step	instrumented	0.000765	6404432	15
halfsib	20000	3.850	12	iteration_total	instrumented	0.008224	0	15
halfsib	20000	3.850	13	mme_assembly	instrumented	0.002514	22934016	15
halfsib	20000	3.850	13	cholmod_factor	instrumented	0.003732	12242008	15
halfsib	20000	3.850	13	mme_solve	instrumented	0.000280	2240904	15
halfsib	20000	3.850	13	selinv	instrumented	0.000973	4682064	15
halfsib	20000	3.850	13	ai_step	instrumented	0.000765	6404432	15
halfsib	20000	3.850	13	iteration_total	instrumented	0.008265	0	15
halfsib	20000	3.850	14	mme_assembly	instrumented	0.002474	22934016	15
halfsib	20000	3.850	14	cholmod_factor	instrumented	0.003711	12242008	15
halfsib	20000	3.850	14	mme_solve	instrumented	0.000273	2240904	15
halfsib	20000	3.850	14	selinv	instrumented	0.001008	4682064	15
halfsib	20000	3.850	14	ai_step	instrumented	0.001151	6404544	15
halfsib	20000	3.850	14	iteration_total	instrumented	0.008619	0	15
halfsib	20000	3.850	15	mme_assembly	instrumented	0.002231	22933856	15
halfsib	20000	3.850	15	cholmod_factor	instrumented	0.005434	12242008	15
halfsib	20000	3.850	15	mme_solve	instrumented	0.000305	2240904	15
halfsib	20000	3.850	15	selinv	instrumented	0.001042	4682064	15
halfsib	20000	3.850	15	ai_step	instrumented	0.001118	6404576	15
halfsib	20000	3.850	15	iteration_total	instrumented	0.010133	0	15
halfsib	20000	3.850	0	selinv	profile	0.009018	NaN	15
halfsib	20000	3.850	0	other	profile	0.160272	NaN	15
halfsib	20000	3.850	0	ai_step	profile	0.001078	NaN	15
halfsib	20000	3.850	0	mme_solve	profile	0.000294	NaN	15
halfsib	20000	3.850	0	cholmod_factor	profile	0.019801	NaN	15
halfsib	20000	3.850	0	mme_assembly	profile	0.012253	NaN	15
halfsib	50000	3.850	1	mme_assembly	instrumented	0.005981	57055456	11
halfsib	50000	3.850	1	cholmod_factor	instrumented	0.009887	30602008	11
halfsib	50000	3.850	1	mme_solve	instrumented	0.000694	5600904	11
halfsib	50000	3.850	1	selinv	instrumented	0.002735	11702080	11
halfsib	50000	3.850	1	ai_step	instrumented	0.001918	16005072	11
halfsib	50000	3.850	1	iteration_total	instrumented	0.021749	0	11
halfsib	50000	3.850	2	mme_assembly	instrumented	0.005855	57055440	11
halfsib	50000	3.850	2	cholmod_factor	instrumented	0.009853	30602008	11
halfsib	50000	3.850	2	mme_solve	instrumented	0.000689	5600904	11
halfsib	50000	3.850	2	selinv	instrumented	0.002471	11701968	11
halfsib	50000	3.850	2	ai_step	instrumented	0.001986	16004912	11
halfsib	50000	3.850	2	iteration_total	instrumented	0.020857	0	11
halfsib	50000	3.850	3	mme_assembly	instrumented	0.005922	57055520	11
halfsib	50000	3.850	3	cholmod_factor	instrumented	0.010158	30602008	11
halfsib	50000	3.850	3	mme_solve	instrumented	0.000685	5600904	11
halfsib	50000	3.850	3	selinv	instrumented	0.002455	11701968	11
halfsib	50000	3.850	3	ai_step	instrumented	0.002156	16004864	11
halfsib	50000	3.850	3	iteration_total	instrumented	0.021378	0	11
halfsib	50000	3.850	4	mme_assembly	instrumented	0.005791	57055408	11
halfsib	50000	3.850	4	cholmod_factor	instrumented	0.009510	30602008	11
halfsib	50000	3.850	4	mme_solve	instrumented	0.000677	5600904	11
halfsib	50000	3.850	4	selinv	instrumented	0.002732	11702016	11
halfsib	50000	3.850	4	ai_step	instrumented	0.001928	16004592	11
halfsib	50000	3.850	4	iteration_total	instrumented	0.020640	0	11
