# HSquared.jl AI-REML per-section profiler  2026-09-19T08:14:47.114
# git_sha=c8cf8e05  julia=1.10.0  os=Darwin arm64-apple-darwin22.4.0
# blas=LBTConfig([ILP64] libopenblas64_.dylib)
# JULIA_NUM_THREADS=4  OPENBLAS_NUM_THREADS=1
# cpu=Apple M1 Ultra
# NOT CI / OPT-IN measurement only. No performance claim, no regression gate.
fixture	q	fill	iteration	section	method	wall_s	bytes	factorizations
f0adv	5000	74.412	5	ai_step	instrumented	0.000895	1011728	5
f0adv	5000	74.412	5	iteration_total	instrumented	1.529565	0	5
f0adv	5000	74.412	0	selinv	profile	1.790570	NaN	5
f0adv	5000	74.412	0	other	profile	5.435520	NaN	5
f0adv	5000	74.412	0	mme_solve	profile	0.000591	NaN	5
f0adv	5000	74.412	0	cholmod_factor	profile	0.005318	NaN	5
f0adv	5000	74.412	0	mme_assembly	profile	0.001182	NaN	5
f0adv	5000	150.331	1	mme_assembly	instrumented	0.000633	5908128	5
f0adv	5000	150.331	1	cholmod_factor	instrumented	0.035472	34068916	5
f0adv	5000	150.331	1	mme_solve	instrumented	0.000601	326896	5
f0adv	5000	150.331	1	selinv	instrumented	5.881303	35094472	5
f0adv	5000	150.331	1	ai_step	instrumented	0.001788	1016416	5
f0adv	5000	150.331	1	iteration_total	instrumented	5.921381	0	5
f0adv	5000	150.331	2	mme_assembly	instrumented	0.000838	5908128	5
f0adv	5000	150.331	2	cholmod_factor	instrumented	0.036142	34068916	5
f0adv	5000	150.331	2	mme_solve	instrumented	0.000531	326896	5
f0adv	5000	150.331	2	selinv	instrumented	5.550738	35094712	5
f0adv	5000	150.331	2	ai_step	instrumented	0.001312	1016416	5
f0adv	5000	150.331	2	iteration_total	instrumented	5.589563	0	5
f0adv	5000	150.331	3	mme_assembly	instrumented	0.000634	5908128	5
f0adv	5000	150.331	3	cholmod_factor	instrumented	0.035235	34068916	5
f0adv	5000	150.331	3	mme_solve	instrumented	0.000524	326896	5
f0adv	5000	150.331	3	selinv	instrumented	5.392851	35094472	5
f0adv	5000	150.331	3	ai_step	instrumented	0.001209	1016416	5
f0adv	5000	150.331	3	iteration_total	instrumented	5.430455	0	5
f0adv	5000	150.331	4	mme_assembly	instrumented	0.000636	5908128	5
f0adv	5000	150.331	4	cholmod_factor	instrumented	0.036229	34068916	5
f0adv	5000	150.331	4	mme_solve	instrumented	0.000531	326896	5
f0adv	5000	150.331	4	selinv	instrumented	5.426167	35094808	5
f0adv	5000	150.331	4	ai_step	instrumented	0.001914	1016416	5
f0adv	5000	150.331	4	iteration_total	instrumented	5.465479	0	5
f0adv	5000	150.331	5	mme_assembly	instrumented	0.000633	5908128	5
f0adv	5000	150.331	5	cholmod_factor	instrumented	0.035343	34068916	5
f0adv	5000	150.331	5	mme_solve	instrumented	0.000519	326896	5
f0adv	5000	150.331	5	selinv	instrumented	5.554672	35094472	5
f0adv	5000	150.331	5	ai_step	instrumented	0.001331	1016416	5
f0adv	5000	150.331	5	iteration_total	instrumented	5.592499	0	5
f0adv	5000	150.331	0	selinv	profile	7.089834	NaN	5
f0adv	5000	150.331	0	other	profile	21.480447	NaN	5
f0adv	5000	150.331	0	cholmod_factor	profile	0.036929	NaN	5
f0adv	5000	150.331	0	mme_assembly	profile	0.000560	NaN	5
